Site,Plot,Name,Point,Original_Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name,Notes
E,ES,EES_soil,8,EES_soil4,,,,,soil ,-105.5858958,40.05363924,3493.957,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-28 11:07:01.0 UTC-06:00,2023-09-28 11:07:01.0 UTC-06:00,1,1.5,,,,-105.5861613,40.05378974,3503.092,29.074,Global CS,
E,ES,EESS4,a,EESS4_a,,,,,subplot,-105.5859277,40.05361865,3494.086,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-28 10:49:43.8 UTC-06:00,2023-09-28 10:49:43.8 UTC-06:00,1,1.4,,,,-105.5861613,40.05378974,3503.092,28.448,Global CS,
E,ES,EESS4,b,EESS4_a1,,,,,subplot,-105.5859231,40.05362128,3494.027,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-28 10:49:49.2 UTC-06:00,2023-09-28 10:49:49.2 UTC-06:00,1,1.4,,,,-105.5861613,40.05378974,3503.092,28.547,Global CS,
E,ES,EESS4,c,EESS4_a2,,,,,subplot,-105.5859222,40.0536117,3493.86,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-28 10:49:52.8 UTC-06:00,2023-09-28 10:49:52.8 UTC-06:00,1,1.5,,,,-105.5861613,40.05378974,3503.092,29.346,Global CS,
E,ES,EESS4,d,EESS4_a3,,,,,subplot,-105.585918,40.05361372,3493.792,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-28 10:49:56.0 UTC-06:00,2023-09-28 10:49:56.0 UTC-06:00,1,1.5,,,,-105.5861613,40.05378974,3503.092,29.465,Global CS,
E,ES,EESS8,a,EESS8_a,,,,,subplot,-105.5859078,40.05362965,3493.959,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-28 10:50:12.6 UTC-06:00,2023-09-28 10:50:12.6 UTC-06:00,1,1.3,,,,-105.5861613,40.05378974,3503.092,28.926,Global CS,
E,ES,EESS8,b,EESS8_a1,,,,,subplot,-105.585903,40.0536321,3493.926,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-28 10:50:16.2 UTC-06:00,2023-09-28 10:50:16.2 UTC-06:00,1,1.5,,,,-105.5861613,40.05378974,3503.092,29.075,Global CS,
E,ES,EESS8,c,EESS8_a2,,,,,subplot,-105.5859013,40.05362234,3493.732,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-28 10:50:20.4 UTC-06:00,2023-09-28 10:50:20.4 UTC-06:00,1,1.3,,,,-105.5861613,40.05378974,3503.092,29.899,Global CS,
E,ES,EESS8,d,EESS8_a3,,,,,subplot,-105.5858966,40.05362448,3493.727,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-28 10:50:24.6 UTC-06:00,2023-09-28 10:50:24.6 UTC-06:00,1,1.3,,,,-105.5861613,40.05378974,3503.092,30.054,Global CS,
E,ES,EESS3,a,EESS3_a,,,,,subplot,-105.5859849,40.05369614,3496.518,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2023-09-28 10:50:49.0 UTC-06:00,2023-09-28 10:50:49.0 UTC-06:00,1,1.5,,,,-105.5861613,40.05378974,3503.092,18.887,Global CS,
