Site,Plot,Name,Point,Original_Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name,Notes
T,CO,TCOS6,c,TCOS6_a2,,,,,subplot,-105.5824236,40.04991388,3400.029,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2023-09-29 08:58:50.0 UTC-06:00,2023-09-29 08:58:50.0 UTC-06:00,1,1.6,,,,-105.5822951,40.04991788,3401.371,10.998,Global CS,
T,CO,TCOS6,d,TCOS6_a3,,,,,subplot,-105.5824184,40.04991543,3400.038,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 08:58:52.8 UTC-06:00,2023-09-29 08:58:52.8 UTC-06:00,1,1.6,,,,-105.5822951,40.04991788,3401.371,10.544,Global CS,
T,CO,TCOS7,a,TCOS7_a,,,,,subplot,-105.5824114,40.04984485,3398.627,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 08:59:13.4 UTC-06:00,2023-09-29 08:59:13.4 UTC-06:00,1,1.5,,,,-105.5822951,40.04991788,3401.371,12.85,Global CS,
T,CO,TCOS7,b,TCOS7_a1,,,,,subplot,-105.5824054,40.04984656,3398.591,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 08:59:16.0 UTC-06:00,2023-09-29 08:59:16.0 UTC-06:00,1,1.5,,,,-105.5822951,40.04991788,3401.371,12.337,Global CS,
T,CO,TCOS7,c,TCOS7_a2,,,,,subplot,-105.5824072,40.04983632,3398.424,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2023-09-29 08:59:19.2 UTC-06:00,2023-09-29 08:59:19.2 UTC-06:00,1,1.6,,,,-105.5822951,40.04991788,3401.371,13.217,Global CS,
T,CO,TCOS7,d,TCOS7_a3,,,,,subplot,-105.5824015,40.04983807,3398.414,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2023-09-29 08:59:22.0 UTC-06:00,2023-09-29 08:59:22.0 UTC-06:00,1,1.6,,,,-105.5822951,40.04991788,3401.371,12.737,Global CS,
T,CO,TCOS4,a,TCOS4_a,,,,,subplot,-105.5824028,40.04974697,3396.554,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 08:59:48.0 UTC-06:00,2023-09-29 08:59:48.0 UTC-06:00,1,1.5,,,,-105.5822951,40.04991788,3401.371,21.292,Global CS,
T,CO,TCOS4,b,TCOS4_a1,,,,,subplot,-105.5823971,40.04974849,3396.505,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 08:59:50.6 UTC-06:00,2023-09-29 08:59:50.6 UTC-06:00,1,1.5,,,,-105.5822951,40.04991788,3401.371,20.942,Global CS,
T,CO,TCOS4,c,TCOS4_a2,,,,,subplot,-105.5823986,40.04973807,3396.433,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2023-09-29 08:59:53.4 UTC-06:00,2023-09-29 08:59:53.4 UTC-06:00,1,1.6,,,,-105.5822951,40.04991788,3401.371,22.047,Global CS,
T,CO,TCOS4,d,TCOS4_a3,,,,,subplot,-105.5823921,40.04973931,3396.407,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 08:59:57.2 UTC-06:00,2023-09-29 08:59:57.2 UTC-06:00,1,1.6,,,,-105.5822951,40.04991788,3401.371,21.711,Global CS,
T,CO,TCOS8,a,TCOS8_a,,,,,subplot,-105.5823651,40.04971177,3395.628,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 09:00:13.2 UTC-06:00,2023-09-29 09:00:13.2 UTC-06:00,1,1.6,,,,-105.5822951,40.04991788,3401.371,23.97,Global CS,
T,CO,TCOS8,b,TCOS8_a1,,,,,subplot,-105.5823589,40.04971329,3395.568,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 09:00:16.0 UTC-06:00,2023-09-29 09:00:16.0 UTC-06:00,1,1.5,,,,-105.5822951,40.04991788,3401.371,23.69,Global CS,
T,CO,TCOS8,c,TCOS8_a2,,,,,subplot,-105.5823612,40.04970316,3395.391,Global,0.01,0.01,0.016,0.014,1.934,m,FIX,2023-09-29 09:00:19.2 UTC-06:00,2023-09-29 09:00:19.2 UTC-06:00,1,1.6,,,,-105.5822951,40.04991788,3401.371,24.844,Global CS,
T,CO,TCOS8,d,TCOS8_a3,,,,,subplot,-105.5823553,40.04970489,3395.381,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 09:00:23.4 UTC-06:00,2023-09-29 09:00:23.4 UTC-06:00,1,1.6,,,,-105.5822951,40.04991788,3401.371,24.551,Global CS,
T,CO,TCWA,c,TCWA,,,,,itex,-105.5824161,40.04996362,3400.398,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 09:02:33.2 UTC-06:00,2023-09-29 09:02:33.2 UTC-06:00,1,1.5,,,,-105.5822951,40.04991788,3401.371,11.551,Global CS,
T,CO,TCWA,b,TCWA1,,,,,itex,-105.5824125,40.04997584,3400.525,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 09:02:38.2 UTC-06:00,2023-09-29 09:02:38.2 UTC-06:00,1,1.5,,,,-105.5822951,40.04991788,3401.371,11.964,Global CS,
T,CO,TCCA,c,TCCA,,,,,itex,-105.5824037,40.0499673,3400.395,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 09:02:50.4 UTC-06:00,2023-09-29 09:02:50.4 UTC-06:00,1,1.5,,,,-105.5822951,40.04991788,3401.371,10.82,Global CS,
T,CO,TCCA,b,TCCA1,,,,,itex,-105.5823958,40.04997934,3400.484,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 09:03:04.4 UTC-06:00,2023-09-29 09:03:04.4 UTC-06:00,1,1.5,,,,-105.5822951,40.04991788,3401.371,11.026,Global CS,
T,CO,TCWB,c,TCWB,,,,,itex,-105.5823854,40.04987223,3398.944,Global,0.01,0.01,0.014,0.014,1.934,m,FIX,2023-09-29 09:03:36.4 UTC-06:00,2023-09-29 09:03:36.4 UTC-06:00,1,1.3,,,,-105.5822951,40.04991788,3401.371,9.24,Global CS,
T,CO,TCWB,b,TCWB1,,,,,itex,-105.5823775,40.0498834,3399.197,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 09:03:43.2 UTC-06:00,2023-09-29 09:03:43.2 UTC-06:00,1,1.3,,,,-105.5822951,40.04991788,3401.371,8.012,Global CS,
T,CO,TCCB,c,TCCB,,,,,itex,-105.5823693,40.04987648,3398.9,Global,0.01,0.01,0.015,0.014,1.934,m,FIX,2023-09-29 09:03:54.2 UTC-06:00,2023-09-29 09:03:54.2 UTC-06:00,1,1.3,,,,-105.5822951,40.04991788,3401.371,7.849,Global CS,
T,CO,TCCB,b,TCCB1,,,,,itex,-105.5823627,40.04988761,3399.184,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 09:04:16.8 UTC-06:00,2023-09-29 09:04:16.8 UTC-06:00,1,1.3,,,,-105.5822951,40.04991788,3401.371,6.686,Global CS,
T,CO,TCWC,c,TCWC,,,,,itex,-105.5823434,40.04978182,3396.898,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 09:04:39.6 UTC-06:00,2023-09-29 09:04:39.6 UTC-06:00,1,1.5,,,,-105.5822951,40.04991788,3401.371,15.871,Global CS,
T,CO,TCWC,b,TCWC1,,,,,itex,-105.5823383,40.04979428,3397.042,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 09:04:47.6 UTC-06:00,2023-09-29 09:04:47.6 UTC-06:00,1,1.5,,,,-105.5822951,40.04991788,3401.371,14.419,Global CS,
T,CO,TCCC,b,TCCC1,,,,,itex,-105.5823207,40.04979984,3396.983,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 09:05:47.6 UTC-06:00,2023-09-29 09:05:47.6 UTC-06:00,1,1.3,,,,-105.5822951,40.04991788,3401.371,13.518,Global CS,
T,CO,TCCC,c,TCCC,,,,,itex,-105.5823265,40.0497889,3396.855,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2023-09-29 09:06:39.2 UTC-06:00,2023-09-29 09:06:39.2 UTC-06:00,1,1.4,,,,-105.5822951,40.04991788,3401.371,14.804,Global CS,
