Site,Plot,Name,Point,Original_Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name,Notes
S,CO,SCOS6,d,SCOS6_a3,,,,,subplot,-105.5743963,40.04928595,3380.29,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:01:43.4 UTC-06:00,2023-09-29 14:01:43.4 UTC-06:00,1,1.7,,,,-105.57459,40.04908057,3373.377,29.538,Global CS,
S,CO,SCOS7,a,SCOS7_a,,,,,subplot,-105.5743818,40.04918802,3374.755,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:02:17.2 UTC-06:00,2023-09-29 14:02:17.2 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,21.671,Global CS,
S,CO,SCOS7,b,SCOS7_a1,,,,,subplot,-105.5743761,40.04918885,3374.771,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2023-09-29 14:02:20.2 UTC-06:00,2023-09-29 14:02:20.2 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,22.124,Global CS,
S,CO,SCOS7,c,SCOS7_a2,,,,,subplot,-105.5743797,40.04917988,3374.369,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:02:23.2 UTC-06:00,2023-09-29 14:02:23.2 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,21.276,Global CS,
S,CO,SCOS7,d,SCOS7_a3,,,,,subplot,-105.5743737,40.04918147,3374.334,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:02:26.8 UTC-06:00,2023-09-29 14:02:26.8 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,21.8,Global CS,
S,CO,SCOS3,a,SCOS3_a,,,,,subplot,-105.5744122,40.04917678,3374.393,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:02:46.8 UTC-06:00,2023-09-29 14:02:46.8 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,18.803,Global CS,
S,CO,SCOS3,b,SCOS3_a1,,,,,subplot,-105.5744062,40.04917729,3374.39,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:02:51.0 UTC-06:00,2023-09-29 14:02:51.0 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,19.244,Global CS,
S,CO,SCOS3,c,SCOS3_a2,,,,,subplot,-105.5744115,40.04916809,3373.931,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:02:54.0 UTC-06:00,2023-09-29 14:02:54.0 UTC-06:00,1,1.4,,,,-105.57459,40.04908057,3373.377,18.251,Global CS,
S,CO,SCOS3,d,SCOS3_a3,,,,,subplot,-105.5744057,40.04916886,3373.908,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:02:56.8 UTC-06:00,2023-09-29 14:02:56.8 UTC-06:00,1,1.4,,,,-105.57459,40.04908057,3373.377,18.707,Global CS,
S,CO,SCOS8,a,SCOS8_a,,,,,subplot,-105.5743747,40.04913357,3371.76,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:03:16.8 UTC-06:00,2023-09-29 14:03:16.8 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,19.304,Global CS,
S,CO,SCOS8,b,SCOS8_a1,,,,,subplot,-105.5743684,40.04913363,3371.742,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:03:19.8 UTC-06:00,2023-09-29 14:03:19.8 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,19.818,Global CS,
S,CO,SCOS8,c,SCOS8_a2,,,,,subplot,-105.5743744,40.04912442,3371.376,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:03:22.8 UTC-06:00,2023-09-29 14:03:22.8 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,19.045,Global CS,
S,CO,SCOS8,d,SCOS8_a3,,,,,subplot,-105.5743678,40.04912451,3371.311,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:03:27.6 UTC-06:00,2023-09-29 14:03:27.6 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,19.589,Global CS,
S,CO,SCOS4,a,SCOS4_a,,,,,subplot,-105.5744032,40.0490882,3369.702,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:03:46.6 UTC-06:00,2023-09-29 14:03:46.6 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,16.068,Global CS,
S,CO,SCOS4,b,SCOS4_a1,,,,,subplot,-105.5743969,40.04908893,3369.706,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:03:50.0 UTC-06:00,2023-09-29 14:03:50.0 UTC-06:00,1,1.2,,,,-105.57459,40.04908057,3373.377,16.602,Global CS,
S,CO,SCOS4,c,SCOS4_a2,,,,,subplot,-105.5744014,40.04907941,3369.217,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:03:52.8 UTC-06:00,2023-09-29 14:03:52.8 UTC-06:00,1,1.4,,,,-105.57459,40.04908057,3373.377,16.26,Global CS,
S,CO,SCOS4,d,SCOS4_a3,,,,,subplot,-105.5743959,40.04907956,3369.227,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:03:55.8 UTC-06:00,2023-09-29 14:03:55.8 UTC-06:00,1,1.5,,,,-105.57459,40.04908057,3373.377,16.723,Global CS,
S,CO,SCCC,c,SCCC,,,,,itex,-105.574317,40.04911963,3370.733,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2023-09-29 14:05:11.8 UTC-06:00,2023-09-29 14:05:11.8 UTC-06:00,1,1.4,,,,-105.57459,40.04908057,3373.377,23.721,Global CS,
S,CO,SCCC,b,SCCC1,,,,,itex,-105.5743067,40.04912855,3371.2,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2023-09-29 14:05:16.4 UTC-06:00,2023-09-29 14:05:16.4 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,24.767,Global CS,
S,CO,SCWC,c,SCWC,,,,,itex,-105.574358,40.04918956,3374.654,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:05:46.0 UTC-06:00,2023-09-29 14:05:46.0 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,23.434,Global CS,
S,CO,SCWC,b,SCWC1,,,,,itex,-105.5743441,40.0491967,3375.22,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:05:51.8 UTC-06:00,2023-09-29 14:05:51.8 UTC-06:00,1,1.2,,,,-105.57459,40.04908057,3373.377,24.93,Global CS,
S,CO,SCCB,c,SCCB,,,,,itex,-105.5743436,40.04921616,3376.159,Global,0.01,0.01,0.017,0.014,1.934,m,FIX,2023-09-29 14:06:18.4 UTC-06:00,2023-09-29 14:06:18.4 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,26.302,Global CS,
S,CO,SCCB,b,SCCB1,,,,,itex,-105.5743308,40.04922441,3376.545,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2023-09-29 14:06:22.6 UTC-06:00,2023-09-29 14:06:22.6 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,27.768,Global CS,
S,CO,SCWB,c,SCWB,,,,,itex,-105.5743631,40.04925836,3378.362,Global,0.01,0.01,0.015,0.014,1.934,m,FIX,2023-09-29 14:07:04.2 UTC-06:00,2023-09-29 14:07:04.2 UTC-06:00,1,1.2,,,,-105.57459,40.04908057,3373.377,28.518,Global CS,
S,CO,SCWB,b,SCWB1,,,,,itex,-105.5743498,40.04926569,3378.773,Global,0.012,0.01,0.019,0.016,1.934,m,FIX,2023-09-29 14:07:09.0 UTC-06:00,2023-09-29 14:07:09.0 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,29.952,Global CS,
S,CO,SCCA,c,SCCA,,,,,itex,-105.5743728,40.04930186,3380.871,Global,0.013,0.01,0.027,0.016,1.934,m,FIX,2023-09-29 14:07:38.8 UTC-06:00,2023-09-29 14:07:38.8 UTC-06:00,1,1.2,,,,-105.57459,40.04908057,3373.377,32.205,Global CS,
S,CO,SCCA,b,SCCA1,,,,,itex,-105.5743625,40.04931129,3381.231,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2023-09-29 14:07:42.0 UTC-06:00,2023-09-29 14:07:42.0 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,33.616,Global CS,
S,CO,SCWA,c,SCWA,,,,,itex,-105.5743899,40.04936886,3384.242,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2023-09-29 14:08:04.8 UTC-06:00,2023-09-29 14:08:04.8 UTC-06:00,1,1.3,,,,-105.57459,40.04908057,3373.377,38.491,Global CS,
S,CO,SCWA,b,SCWA1,,,,,itex,-105.5743838,40.04937959,3384.693,Global,0.01,0.01,0.019,0.014,1.934,m,FIX,2023-09-29 14:08:10.8 UTC-06:00,2023-09-29 14:08:10.8 UTC-06:00,1,1.2,,,,-105.57459,40.04908057,3373.377,39.865,Global CS,
